id;entity_type;entity_id;payload;status;retry_count;created_at_utc;last_attempt_utc
918;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791040012_28.565684_77.319137;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5656836,"longitude":77.3191366,"accuracy":8.00100040435791,"speed":3.740000009536743,"timestamp_utc":"2026-02-11T06:24:00.012282Z"};FAILED;1;2026-02-11T06:24:00.019889Z;
919;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791049024_28.565727_77.319793;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5657274,"longitude":77.3197925,"accuracy":10.579000473022461,"speed":8.760000228881836,"timestamp_utc":"2026-02-11T06:24:09.024314Z"};FAILED;1;2026-02-11T06:24:09.031765Z;
920;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791059013_28.565788_77.320762;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5657883,"longitude":77.3207615,"accuracy":10.173999786376953,"speed":11.470000267028809,"timestamp_utc":"2026-02-11T06:24:19.013471Z"};FAILED;1;2026-02-11T06:24:19.021879Z;
921;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791069013_28.566167_77.321923;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5661671,"longitude":77.3219235,"accuracy":8.678000450134277,"speed":11.319999694824219,"timestamp_utc":"2026-02-11T06:24:29.013339Z"};FAILED;1;2026-02-11T06:24:29.020368Z;
922;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791079018_28.566627_77.322892;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5666273,"longitude":77.3228923,"accuracy":9.581999778747559,"speed":10.770000457763672,"timestamp_utc":"2026-02-11T06:24:39.018280Z"};FAILED;1;2026-02-11T06:24:39.030629Z;
923;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791090014_28.567170_77.323598;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5671698,"longitude":77.3235975,"accuracy":9.154000282287598,"speed":6.53000020980835,"timestamp_utc":"2026-02-11T06:24:50.014687Z"};FAILED;1;2026-02-11T06:24:50.024627Z;
924;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791100015_28.567627_77.324156;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5676274,"longitude":77.3241562,"accuracy":8.760000228881836,"speed":7.070000171661377,"timestamp_utc":"2026-02-11T06:25:00.015315Z"};FAILED;1;2026-02-11T06:25:00.022647Z;
925;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791110011_28.568063_77.324659;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.568063,"longitude":77.3246588,"accuracy":7.454999923706055,"speed":6.119999885559082,"timestamp_utc":"2026-02-11T06:25:10.011809Z"};FAILED;1;2026-02-11T06:25:10.020508Z;
926;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791119040_28.568237_77.324829;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5682375,"longitude":77.3248286,"accuracy":7.451000213623047,"speed":2.119999885559082,"timestamp_utc":"2026-02-11T06:25:19.040149Z"};FAILED;1;2026-02-11T06:25:19.044834Z;
927;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791209018_28.568785_77.325242;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5687847,"longitude":77.3252424,"accuracy":9.720000267028809,"speed":1.3899999856948853,"timestamp_utc":"2026-02-11T06:26:49.018644Z"};FAILED;1;2026-02-11T06:26:49.032955Z;
928;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791339998_28.568882_77.325377;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5688816,"longitude":77.3253772,"accuracy":37.869998931884766,"speed":0.5700480341911316,"timestamp_utc":"2026-02-11T06:28:59.998391Z"};FAILED;1;2026-02-11T06:29:00.010040Z;
929;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791360772_28.568863_77.325365;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5688635,"longitude":77.3253648,"accuracy":37.893001556396484,"speed":0.5402220487594604,"timestamp_utc":"2026-02-11T06:29:20.772026Z"};FAILED;1;2026-02-11T06:29:20.783512Z;
930;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791368458_28.569167_77.325274;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691672,"longitude":77.3252743,"accuracy":19.590999603271484,"speed":2.912187337875366,"timestamp_utc":"2026-02-11T06:29:28.458845Z"};FAILED;1;2026-02-11T06:29:28.469204Z;
931;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791378651_28.569218_77.325266;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5692175,"longitude":77.3252663,"accuracy":14.574999809265137,"speed":0.7912392020225525,"timestamp_utc":"2026-02-11T06:29:38.651309Z"};FAILED;1;2026-02-11T06:29:38.662949Z;
932;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791430768_28.569111_77.325194;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691108,"longitude":77.3251936,"accuracy":16.993999481201172,"speed":0.7335017919540405,"timestamp_utc":"2026-02-11T06:30:30.768538Z"};FAILED;1;2026-02-11T06:30:30.774193Z;
933;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791480800_28.569152_77.325241;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691517,"longitude":77.3252412,"accuracy":22.3700008392334,"speed":0.8754028677940369,"timestamp_utc":"2026-02-11T06:31:20.800608Z"};FAILED;1;2026-02-11T06:31:20.808043Z;
934;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791510803_28.569073_77.325209;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690731,"longitude":77.3252091,"accuracy":16.881000518798828,"speed":0.5295863151550293,"timestamp_utc":"2026-02-11T06:31:50.803623Z"};FAILED;1;2026-02-11T06:31:50.810479Z;
935;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791530783_28.569109_77.325241;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691095,"longitude":77.3252405,"accuracy":17.729999542236328,"speed":0.5557738542556763,"timestamp_utc":"2026-02-11T06:32:10.783437Z"};FAILED;1;2026-02-11T06:32:10.803023Z;
936;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791540804_28.569080_77.325177;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690803,"longitude":77.3251771,"accuracy":15.994000434875488,"speed":0.6796529293060303,"timestamp_utc":"2026-02-11T06:32:20.804805Z"};FAILED;1;2026-02-11T06:32:20.812439Z;
937;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791570809_28.569091_77.325250;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690914,"longitude":77.3252505,"accuracy":12.053000450134277,"speed":0.7217649221420288,"timestamp_utc":"2026-02-11T06:32:50.809483Z"};FAILED;1;2026-02-11T06:32:50.817315Z;
938;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791600957_28.569071_77.325213;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690713,"longitude":77.3252131,"accuracy":25.854000091552734,"speed":0.5269323587417603,"timestamp_utc":"2026-02-11T06:33:20.957587Z"};FAILED;1;2026-02-11T06:33:20.963294Z;
939;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791650793_28.569087_77.325204;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690871,"longitude":77.3252041,"accuracy":13.17199993133545,"speed":0.5251873731613159,"timestamp_utc":"2026-02-11T06:34:10.793778Z"};FAILED;1;2026-02-11T06:34:10.803237Z;
940;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791750784_28.569129_77.325165;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.569129,"longitude":77.3251649,"accuracy":15.187999725341797,"speed":0.6085137128829956,"timestamp_utc":"2026-02-11T06:35:50.784969Z"};FAILED;1;2026-02-11T06:35:50.793472Z;
941;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791790788_28.569084_77.325233;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690841,"longitude":77.3252335,"accuracy":13.270999908447266,"speed":0.8905785083770752,"timestamp_utc":"2026-02-11T06:36:30.788554Z"};FAILED;1;2026-02-11T06:36:30.799399Z;
942;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791830812_28.569114_77.325269;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691141,"longitude":77.325269,"accuracy":18.469999313354492,"speed":0.5523549914360046,"timestamp_utc":"2026-02-11T06:37:10.812706Z"};FAILED;1;2026-02-11T06:37:10.821577Z;
943;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770791850814_28.569119_77.325192;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691194,"longitude":77.3251919,"accuracy":14.579000473022461,"speed":0.6636873483657837,"timestamp_utc":"2026-02-11T06:37:30.814079Z"};FAILED;1;2026-02-11T06:37:30.825484Z;
944;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770792010718_28.569071_77.325171;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690708,"longitude":77.325171,"accuracy":29.32200050354004,"speed":0.703420877456665,"timestamp_utc":"2026-02-11T06:40:10.718729Z"};FAILED;1;2026-02-11T06:40:10.724981Z;
945;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770792020801_28.569123_77.325175;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691228,"longitude":77.3251749,"accuracy":27.55500030517578,"speed":0.5515539050102234,"timestamp_utc":"2026-02-11T06:40:20.801314Z"};FAILED;1;2026-02-11T06:40:20.808293Z;
946;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770792160748_28.569087_77.325218;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690869,"longitude":77.3252181,"accuracy":11.51099967956543,"speed":0.5519148707389832,"timestamp_utc":"2026-02-11T06:42:40.748574Z"};FAILED;1;2026-02-11T06:42:40.764507Z;
947;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770792190680_28.569115_77.325202;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691148,"longitude":77.325202,"accuracy":15.079000473022461,"speed":0.5129520893096924,"timestamp_utc":"2026-02-11T06:43:10.680842Z"};FAILED;1;2026-02-11T06:43:10.691280Z;
948;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770792210822_28.569086_77.325257;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690857,"longitude":77.3252571,"accuracy":19.600000381469727,"speed":0.6784311532974243,"timestamp_utc":"2026-02-11T06:43:30.822020Z"};FAILED;1;2026-02-11T06:43:30.830381Z;
949;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770792280790_28.569133_77.325233;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691331,"longitude":77.3252333,"accuracy":17.527999877929688,"speed":0.5412271618843079,"timestamp_utc":"2026-02-11T06:44:40.790732Z"};FAILED;1;2026-02-11T06:44:40.801995Z;
950;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770792310778_28.569100_77.325224;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690997,"longitude":77.3252237,"accuracy":19.025999069213867,"speed":0.5121394395828247,"timestamp_utc":"2026-02-11T06:45:10.778509Z"};FAILED;1;2026-02-11T06:45:10.790816Z;
951;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770792340767_28.569094_77.325224;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690938,"longitude":77.3252244,"accuracy":13.932000160217285,"speed":0.5652973651885986,"timestamp_utc":"2026-02-11T06:45:40.767850Z"};FAILED;1;2026-02-11T06:45:40.775843Z;
952;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770792380804_28.569103_77.325170;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691031,"longitude":77.3251695,"accuracy":14.895999908447266,"speed":0.6956661939620972,"timestamp_utc":"2026-02-11T06:46:20.804979Z"};FAILED;1;2026-02-11T06:46:20.816418Z;
953;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770792470711_28.569121_77.325255;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691207,"longitude":77.3252546,"accuracy":12.180000305175781,"speed":1.0249371528625488,"timestamp_utc":"2026-02-11T06:47:50.711809Z"};FAILED;1;2026-02-11T06:47:50.716093Z;
954;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770792940773_28.569126_77.325203;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691263,"longitude":77.3252027,"accuracy":16.003999710083008,"speed":0.6190243363380432,"timestamp_utc":"2026-02-11T06:55:40.773759Z"};FAILED;1;2026-02-11T06:55:40.778139Z;
955;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770792950797_28.569083_77.325237;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690833,"longitude":77.3252369,"accuracy":11.48799991607666,"speed":0.569709062576294,"timestamp_utc":"2026-02-11T06:55:50.797775Z"};FAILED;1;2026-02-11T06:55:50.806251Z;
956;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770793010807_28.569090_77.325151;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690897,"longitude":77.3251507,"accuracy":17.417999267578125,"speed":0.6258503794670105,"timestamp_utc":"2026-02-11T06:56:50.807895Z"};FAILED;1;2026-02-11T06:56:50.815146Z;
957;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770793020827_28.569080_77.325214;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690797,"longitude":77.3252144,"accuracy":11.642999649047852,"speed":0.6178184747695923,"timestamp_utc":"2026-02-11T06:57:00.827401Z"};FAILED;1;2026-02-11T06:57:00.838835Z;
958;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770793140763_28.569067_77.325230;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690675,"longitude":77.3252296,"accuracy":11.529000282287598,"speed":0.7189474105834961,"timestamp_utc":"2026-02-11T06:59:00.763597Z"};FAILED;1;2026-02-11T06:59:00.772497Z;
959;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770793150786_28.569118_77.325199;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691177,"longitude":77.3251989,"accuracy":16.736000061035156,"speed":0.617049515247345,"timestamp_utc":"2026-02-11T06:59:10.786875Z"};FAILED;1;2026-02-11T06:59:10.793460Z;
960;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770793180799_28.569139_77.325178;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691385,"longitude":77.3251777,"accuracy":27.219999313354492,"speed":0.5636401176452637,"timestamp_utc":"2026-02-11T06:59:40.799677Z"};FAILED;1;2026-02-11T06:59:40.807458Z;
961;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770793190821_28.569102_77.325224;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691018,"longitude":77.3252235,"accuracy":11.491999626159668,"speed":0.5852810144424438,"timestamp_utc":"2026-02-11T06:59:50.821323Z"};FAILED;1;2026-02-11T06:59:50.838845Z;
962;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770793320790_28.569094_77.325190;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690945,"longitude":77.3251897,"accuracy":15.135000228881836,"speed":0.510025143623352,"timestamp_utc":"2026-02-11T07:02:00.790042Z"};FAILED;1;2026-02-11T07:02:00.799721Z;
963;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770793410844_28.569128_77.325183;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691284,"longitude":77.3251835,"accuracy":12.920000076293945,"speed":0.5210517048835754,"timestamp_utc":"2026-02-11T07:03:30.844001Z"};FAILED;1;2026-02-11T07:03:30.854931Z;
964;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770793480809_28.569116_77.325233;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691161,"longitude":77.3252329,"accuracy":14.574000358581543,"speed":0.5221315026283264,"timestamp_utc":"2026-02-11T07:04:40.809548Z"};FAILED;1;2026-02-11T07:04:40.822401Z;
965;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770794160704_28.569088_77.325200;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690885,"longitude":77.3252001,"accuracy":12.263999938964844,"speed":0.5372563004493713,"timestamp_utc":"2026-02-11T07:16:00.704794Z"};FAILED;1;2026-02-11T07:16:00.712808Z;
966;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770794190865_28.569135_77.325262;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691353,"longitude":77.3252618,"accuracy":18.976999282836914,"speed":0.5247018337249756,"timestamp_utc":"2026-02-11T07:16:30.865679Z"};FAILED;1;2026-02-11T07:16:30.874639Z;
967;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770794280875_28.569132_77.325258;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691317,"longitude":77.3252583,"accuracy":19.584999084472656,"speed":0.514702320098877,"timestamp_utc":"2026-02-11T07:18:00.875685Z"};FAILED;1;2026-02-11T07:18:00.882756Z;
968;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770794440812_28.569078_77.325149;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690781,"longitude":77.3251488,"accuracy":17.610000610351562,"speed":0.692928671836853,"timestamp_utc":"2026-02-11T07:20:40.812604Z"};FAILED;1;2026-02-11T07:20:40.822676Z;
969;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770794570779_28.569093_77.325187;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690929,"longitude":77.3251873,"accuracy":20.261999130249023,"speed":0.5419344902038574,"timestamp_utc":"2026-02-11T07:22:50.779432Z"};FAILED;1;2026-02-11T07:22:50.785935Z;
970;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770794760833_28.569110_77.325225;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691096,"longitude":77.3252254,"accuracy":23.871999740600586,"speed":0.6078588366508484,"timestamp_utc":"2026-02-11T07:26:00.833868Z"};FAILED;1;2026-02-11T07:26:00.843645Z;
971;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770794780800_28.569099_77.325189;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690994,"longitude":77.3251886,"accuracy":16.454999923706055,"speed":0.6760245561599731,"timestamp_utc":"2026-02-11T07:26:20.800103Z"};FAILED;1;2026-02-11T07:26:20.807316Z;
972;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770794880829_28.569093_77.325177;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690925,"longitude":77.3251771,"accuracy":22.22800064086914,"speed":0.613356351852417,"timestamp_utc":"2026-02-11T07:28:00.829441Z"};FAILED;1;2026-02-11T07:28:00.844239Z;
973;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770794910855_28.569113_77.325202;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691133,"longitude":77.3252018,"accuracy":21.885000228881836,"speed":0.5695401430130005,"timestamp_utc":"2026-02-11T07:28:30.855667Z"};FAILED;1;2026-02-11T07:28:30.868168Z;
974;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770795370819_28.569107_77.325177;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691069,"longitude":77.3251771,"accuracy":16.913000106811523,"speed":0.5608661770820618,"timestamp_utc":"2026-02-11T07:36:10.819843Z"};FAILED;1;2026-02-11T07:36:10.832553Z;
975;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770795600816_28.569105_77.325204;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691055,"longitude":77.3252038,"accuracy":13.145000457763672,"speed":0.6181877851486206,"timestamp_utc":"2026-02-11T07:40:00.816524Z"};FAILED;1;2026-02-11T07:40:00.824672Z;
976;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770795690840_28.569110_77.325197;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691097,"longitude":77.3251968,"accuracy":12.793999671936035,"speed":0.6152788400650024,"timestamp_utc":"2026-02-11T07:41:30.840401Z"};FAILED;1;2026-02-11T07:41:30.848606Z;
977;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770795790790_28.569089_77.325258;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690893,"longitude":77.3252581,"accuracy":19.21500015258789,"speed":0.6600428223609924,"timestamp_utc":"2026-02-11T07:43:10.790028Z"};FAILED;1;2026-02-11T07:43:10.801100Z;
978;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770795810750_28.569081_77.325177;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.569081,"longitude":77.3251769,"accuracy":20.554000854492188,"speed":0.7143284678459167,"timestamp_utc":"2026-02-11T07:43:30.750496Z"};FAILED;1;2026-02-11T07:43:30.760178Z;
979;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770795820791_28.569107_77.325232;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691071,"longitude":77.3252323,"accuracy":11.734999656677246,"speed":0.5922367572784424,"timestamp_utc":"2026-02-11T07:43:40.791433Z"};FAILED;1;2026-02-11T07:43:40.802397Z;
980;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770795840748_28.569127_77.325182;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691269,"longitude":77.3251817,"accuracy":11.479999542236328,"speed":0.6173144578933716,"timestamp_utc":"2026-02-11T07:44:00.748201Z"};FAILED;1;2026-02-11T07:44:00.756009Z;
981;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770795850785_28.569093_77.325237;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.569093,"longitude":77.3252371,"accuracy":15.302000045776367,"speed":0.6466341614723206,"timestamp_utc":"2026-02-11T07:44:10.785392Z"};FAILED;1;2026-02-11T07:44:10.795723Z;
982;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770796180817_28.569092_77.325185;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690923,"longitude":77.3251845,"accuracy":14.57699966430664,"speed":0.537871241569519,"timestamp_utc":"2026-02-11T07:49:40.817826Z"};FAILED;1;2026-02-11T07:49:40.827229Z;
983;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770796220757_28.569098_77.325170;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5690976,"longitude":77.3251705,"accuracy":14.484000205993652,"speed":0.6907185316085815,"timestamp_utc":"2026-02-11T07:50:20.757649Z"};FAILED;1;2026-02-11T07:50:20.765442Z;
984;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770796240832_28.569102_77.325227;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5691022,"longitude":77.3252267,"accuracy":11.550999641418457,"speed":0.6075909733772278,"timestamp_utc":"2026-02-11T07:50:40.832051Z"};FAILED;1;2026-02-11T07:50:40.839511Z;
